iteration,initialisation_time,insertion_time,deletion_time,memory_usage_initialisation,memory_usage_insertion
1,0.357638,3270.059471,0.088852,0.0,-2397.7890625
2,0.259183,3415.074097,0.270947,0.0,576.34765625
3,0.474943,3793.784288,0.088591,0.0,1215.546875
initialisation_mean,0.3639213333333333
initialisation_std,0.08819563333231918
insertion_mean,3492.9726186666667
insertion_std,220.79108638984184
deletion_mean,0.1494633333333333
deletion_std,0.08590199058746478
initialisation_p90,0.451482
insertion_p90,3718.0422498
deletion_p90,0.23452800000000001
initialisation_p95,0.46321249999999997
insertion_p95,3755.9132689
deletion_p95,0.25273749999999995
initialisation_p99,0.4725969
insertion_p99,3786.2100841799997
deletion_p99,0.26730509999999996
memory_usage_init_mean,0.0
memory_usage_init_std,0.0
memory_usage_insert_mean,-201.96484375
memory_usage_insert_std,1574.4579829366546
