iteration,initialisation_time,insertion_time,deletion_time,memory_usage_initialisation,memory_usage_insertion
1,0.316343,1306.280196,0.055346,0.0,19.546875
2,0.195965,1477.393412,0.057458,0.0,6.13671875
3,0.206772,1274.334208,0.041286,0.0,7.46875
initialisation_mean,0.2396933333333333
initialisation_std,0.054378772588411936
insertion_mean,1352.669272
insertion_std,89.15237839930286
deletion_mean,0.05136333333333334
deletion_std,0.007177725792725405
initialisation_p90,0.2944288
insertion_p90,1443.1707688
deletion_p90,0.0570356
initialisation_p95,0.3053859
insertion_p95,1460.2820903999998
deletion_p95,0.0572468
initialisation_p99,0.31415158
insertion_p99,1473.9711476799998
deletion_p99,0.05741576
memory_usage_init_mean,0.0
memory_usage_init_std,0.0
memory_usage_insert_mean,11.05078125
memory_usage_insert_std,6.03220709024129
