iteration,initialisation_time,insertion_time,deletion_time,memory_usage_initialisation,memory_usage_insertion
1,0.006098,4436.843175,12.90408,0.0,88.6015625
2,0.017027,4424.429337,12.863362,0.0,8.82421875
3,0.010617,4375.488369,12.716416,0.0,7.27734375
initialisation_mean,0.011247333333333333
initialisation_std,0.00448395289399382
insertion_mean,4412.253626999999
insertion_std,26.486335978229597
deletion_mean,12.827952666666668
deletion_std,0.0806011161599032
initialisation_p90,0.015745000000000002
insertion_p90,4434.3604073999995
deletion_p90,12.8959364
initialisation_p95,0.016386
insertion_p95,4435.6017912
deletion_p95,12.9000082
initialisation_p99,0.016898800000000002
insertion_p99,4436.59489824
deletion_p99,12.90326564
memory_usage_init_mean,0.0
memory_usage_init_std,0.0
memory_usage_insert_mean,34.901041666666664
memory_usage_insert_std,37.97725335772153
