iteration,initialisation_time,insertion_time,deletion_time,memory_usage_initialisation,memory_usage_insertion
1,0.542203,1.211691,0.008843,0.0,14.08203125
2,0.58972,1.099168,0.003922,0.0,1.046875
3,0.47407,1.096417,0.004099,0.0,0.140625
4,0.372924,1.335795,0.00727,0.0,1.01171875
5,0.320255,1.281378,0.006038,0.0,1.01171875
6,0.491937,1.2805,0.00677,0.0,1.015625
7,0.800735,1.455573,0.006155,0.0,1.03125
8,0.696493,1.121614,0.012035,0.0,0.96484375
9,0.638368,1.476367,0.007027,0.0,1.0
10,0.515913,1.189652,0.004341,0.0,0.984375
initialisation_mean,0.5442618
initialisation_std,0.13707064607478878
insertion_mean,1.2548154999999999
insertion_std,0.13056663173203942
deletion_mean,0.0066500000000000005
deletion_std,0.0023291422884830376
initialisation_p90,0.7069172
insertion_p90,1.4576524
deletion_p90,0.009162199999999999
initialisation_p95,0.7538260999999999
insertion_p95,1.4670097
deletion_p95,0.010598599999999996
initialisation_p99,0.79135322
insertion_p99,1.47449554
deletion_p99,0.011747720000000001
memory_usage_init_mean,0.0
memory_usage_init_std,0.0
memory_usage_insert_mean,2.22890625
memory_usage_insert_std,3.959559748674127
